REF_AREA,Measure,OBS_VALUE,TIME_PERIOD
CHN,Share of population who are obese,4.0,2010
CHN,Share of population who are obese,4.3,2011
CHN,Share of population who are obese,4.6,2012
CHN,Share of population who are obese,5.0,2013
CHN,Share of population who are obese,5.4,2014
CHN,Share of population who are obese,5.8,2015
CHN,Share of population who are obese,6.2,2016
HUN,Share of population who are overweight or obese,60.0,2014
HUN,Share of population who are overweight or obese,60.0,2019
CAN,Share of population consuming vegetables daily,67.1,2010
CAN,Share of population consuming vegetables daily,66.8,2011
CAN,Share of population consuming vegetables daily,66.4,2012
CAN,Share of population consuming vegetables daily,67.8,2013
CAN,Share of population consuming vegetables daily,68.0,2014
CAN,Share of population consuming vegetables daily,51.7,2015
CAN,Share of population consuming vegetables daily,51.0,2016
CAN,Share of population consuming vegetables daily,51.5,2017
CAN,Share of population consuming vegetables daily,51.1,2020
CAN,Share of population consuming vegetables daily,49.2,2021
CHL,Share of population consuming fruits daily,43.5,2016
NLD,Share of population who are daily smokers,23.1,2010
NLD,Share of population who are daily smokers,23.5,2011
NLD,Share of population who are daily smokers,20.6,2012
NLD,Share of population who are daily smokers,20.9,2013
NLD,Share of population who are daily smokers,21.7,2014
NLD,Share of population who are daily smokers,21.2,2015
NLD,Share of population who are daily smokers,20.9,2016
NLD,Share of population who are daily smokers,19.5,2017
NLD,Share of population who are daily smokers,17.8,2018
NLD,Share of population who are daily smokers,17.7,2019
NLD,Share of population who are daily smokers,15.7,2020
NLD,Share of population who are daily smokers,17.6,2021
CHE,Share of population who are daily smokers,20.2,2012
CHE,Share of population who are daily smokers,17.1,2017
RUS,Share of population who are daily smokers,30.3,2016
RUS,Share of population who are daily smokers,27.5,2017
RUS,Share of population who are daily smokers,26.7,2018
RUS,Share of population who are daily smokers,25.8,2019
IND,Share of population who are obese,6.7,2014
POL,Tobacco consumption,15.5,2014
POL,Tobacco consumption,15.2,2019
IDN,Share of population who are daily smokers,59.5,2010
IDN,Share of population who are daily smokers,61.1,2015
IDN,Share of population who are daily smokers,61.9,2018
IDN,Share of population who are daily smokers,62.5,2019
IDN,Share of population who are daily smokers,62.7,2020
GRC,Share of population who are overweight,47.6,2014
GRC,Share of population who are overweight,49.2,2019
ISR,Share of population who are overweight,27.2,2010
ISR,Share of population who are overweight,29.0,2013
ISR,Share of population who are overweight,30.9,2014
ISR,Share of population who are overweight,31.0,2016
ISR,Share of population who are overweight,28.6,2017
ISR,Share of population who are overweight,33.7,2019
ISR,Share of population who are overweight,32.1,2020
AUT,Share of population who are obese,14.3,2014
AUT,Share of population who are obese,15.0,2017
AUT,Share of population who are obese,16.6,2019
IRL,Share of population who are obese,16.0,2015
IRL,Share of population who are obese,25.0,2019
IRL,Share of population who are obese,20.0,2022
SVK,Share of population who are obese,15.9,2014
SVK,Share of population who are obese,20.6,2019
IRL,Share of population who are overweight or obese,53.0,2015
IRL,Share of population who are overweight or obese,56.0,2019
IRL,Share of population who are overweight or obese,56.0,2022
PRT,Share of population who are overweight,45.4,2015
EST,Share of population who are overweight,33.3,2014
CAN,Share of population who are obese,26.2,2011
CAN,Share of population who are obese,26.4,2013
CAN,Share of population who are obese,28.1,2015
CAN,Share of population who are obese,26.9,2017
CAN,Share of population who are obese,24.3,2019
CZE,Share of population who are obese,21.0,2010
IRL,Share of population who are obese,22.0,2015
IRL,Share of population who are obese,22.0,2017
IRL,Share of population who are obese,23.0,2019
MEX,Share of population who are obese,32.4,2012
MEX,Share of population who are obese,33.1,2016
MEX,Share of population who are obese,36.1,2018
MEX,Share of population who are obese,36.0,2020
BEL,Share of population who are daily smokers,15.4,2013
BEL,Share of population who are daily smokers,14.1,2018
FIN,Share of population consuming fruits daily,19.2,2010
FIN,Share of population consuming fruits daily,19.9,2011
FIN,Share of population consuming fruits daily,19.1,2012
FIN,Share of population consuming fruits daily,20.7,2013
FIN,Share of population consuming fruits daily,19.6,2014
FIN,Share of population consuming fruits daily,22.3,2015
FIN,Share of population consuming fruits daily,21.0,2016
FIN,Share of population consuming fruits daily,18.0,2017
FIN,Share of population consuming fruits daily,29.0,2018
FIN,Share of population consuming fruits daily,32.0,2019
FIN,Share of population consuming fruits daily,30.0,2020
NOR,Share of population who are daily smokers,10.0,2010
NOR,Share of population who are daily smokers,9.0,2011
NOR,Share of population who are daily smokers,6.0,2012
NOR,Share of population who are daily smokers,8.0,2013
NOR,Share of population who are daily smokers,6.0,2014
NOR,Share of population who are daily smokers,5.0,2015
NOR,Share of population who are daily smokers,5.0,2016
NOR,Share of population who are daily smokers,5.0,2017
NOR,Share of population who are daily smokers,5.0,2018
NOR,Share of population who are daily smokers,2.0,2019
NOR,Share of population who are daily smokers,2.0,2020
NOR,Share of population who are daily smokers,2.0,2021
NOR,Share of population who are daily smokers,4.0,2022
IND,Share of population who are obese,5.0,2014
HRV,Share of population who are obese,25.4,2010
HRV,Share of population who are obese,25.8,2011
HRV,Share of population who are obese,26.3,2012
HRV,Share of population who are obese,26.7,2013
HRV,Share of population who are obese,27.2,2014
HRV,Share of population who are obese,27.7,2015
HRV,Share of population who are obese,28.2,2016
SVK,Share of population consuming vegetables daily,44.0,2014
SVK,Share of population consuming vegetables daily,47.3,2019
EST,Share of population who are daily smokers,18.7,2010
EST,Share of population who are daily smokers,18.3,2012
EST,Share of population who are daily smokers,15.8,2014
EST,Share of population who are daily smokers,15.5,2016
EST,Share of population who are daily smokers,12.9,2018
EST,Share of population who are daily smokers,12.6,2020
EST,Share of population who are daily smokers,12.1,2022
ITA,Share of population consuming fruits daily,73.7,2010
ITA,Share of population consuming fruits daily,73.9,2011
ITA,Share of population consuming fruits daily,72.7,2012
ITA,Share of population consuming fruits daily,71.9,2013
ITA,Share of population consuming fruits daily,70.5,2014
ITA,Share of population consuming fruits daily,72.8,2015
ITA,Share of population consuming fruits daily,71.7,2016
ITA,Share of population consuming fruits daily,72.2,2017
ITA,Share of population consuming fruits daily,73.4,2018
ITA,Share of population consuming fruits daily,71.6,2019
ITA,Share of population consuming fruits daily,73.1,2020
ITA,Share of population consuming fruits daily,70.8,2021
LUX,Share of population who are daily smokers,20.9,2010
LUX,Share of population who are daily smokers,18.4,2011
LUX,Share of population who are daily smokers,18.4,2012
LUX,Share of population who are daily smokers,17.6,2013
LUX,Share of population who are daily smokers,17.0,2014
LUX,Share of population who are daily smokers,16.0,2015
LUX,Share of population who are daily smokers,17.3,2016
LUX,Share of population who are daily smokers,18.1,2017
LUX,Share of population who are daily smokers,15.7,2018
LUX,Share of population who are daily smokers,17.6,2019
LUX,Share of population who are daily smokers,17.7,2020
LUX,Share of population who are daily smokers,21.0,2021
LUX,Share of population who are daily smokers,21.2,2022
SVK,Share of population who are overweight,29.6,2014
SVK,Share of population who are overweight,31.0,2019
EST,Share of population who are overweight,28.4,2010
EST,Share of population who are overweight,25.6,2012
EST,Share of population who are overweight,28.2,2014
EST,Share of population who are overweight,27.3,2016
EST,Share of population who are overweight,26.0,2018
EST,Share of population who are overweight,25.3,2020
EST,Share of population who are overweight,26.7,2022
KOR,Share of population who are obese,2.3,2010
KOR,Share of population who are obese,2.6,2011
KOR,Share of population who are obese,2.7,2012
KOR,Share of population who are obese,3.0,2013
KOR,Share of population who are obese,3.2,2014
KOR,Share of population who are obese,3.5,2015
KOR,Share of population who are obese,4.0,2016
KOR,Share of population who are obese,4.4,2017
KOR,Share of population who are obese,5.3,2018
SVN,Share of population who are overweight or obese,55.6,2014
SVN,Share of population who are overweight or obese,56.5,2019
ISR,Share of population who are overweight,32.1,2015
GBR,Share of population who are obese,26.2,2010
GBR,Share of population who are obese,23.6,2011
GBR,Share of population who are obese,24.4,2012
GBR,Share of population who are obese,26.0,2013
GBR,Share of population who are obese,24.3,2014
GBR,Share of population who are obese,26.9,2015
GBR,Share of population who are obese,25.7,2016
GBR,Share of population who are obese,27.4,2017
GBR,Share of population who are obese,26.2,2018
GBR,Share of population who are obese,27.0,2019
CZE,Share of population who are overweight or obese,61.0,2010
USA,Share of population who are overweight or obese,63.6,2010
USA,Share of population who are overweight or obese,66.1,2012
USA,Share of population who are overweight or obese,66.7,2014
USA,Share of population who are overweight or obese,67.9,2016
USA,Share of population who are overweight or obese,69.0,2018
LVA,Share of population who are overweight,31.8,2010
LVA,Share of population who are overweight,35.7,2012
LVA,Share of population who are overweight,39.1,2014
LVA,Share of population who are overweight,41.0,2017
NZL,Share of population consuming vegetables daily,96.0,2012
NZL,Share of population consuming vegetables daily,94.9,2013
NZL,Share of population consuming vegetables daily,95.0,2014
NZL,Share of population consuming vegetables daily,94.7,2015
NZL,Share of population consuming vegetables daily,94.4,2016
NZL,Share of population consuming vegetables daily,94.5,2017
NZL,Share of population consuming vegetables daily,94.3,2018
NZL,Share of population consuming vegetables daily,94.0,2019
NZL,Share of population consuming vegetables daily,94.0,2020
NZL,Share of population consuming vegetables daily,94.8,2021
NZL,Share of population consuming vegetables daily,95.1,2022
NOR,Share of population consuming fruits daily,70.0,2012
NOR,Share of population consuming fruits daily,61.0,2015
